Type,Number
Local rate,1300012755
Local rate,1300012756
Local rate,1300012757
Local rate,1300012758
Local rate,1300012759
Local rate,1300012760
Local rate,1300012761
Local rate,1300012762
Local rate,1300012763
Local rate,1300012764
Local rate,1300012765
Local rate,1300012766
Local rate,1300012767
Local rate,1300012768
Local rate,1300012769
Local rate,1300012770
Local rate,1300012771
Local rate,1300012772
Local rate,1300012773
Local rate,1300012775
Local rate,1300012776
Local rate,1300012777
Local rate,1300012778
Local rate,1300012779
Local rate,1300012780
Local rate,1300012781
Local rate,1300012782
Local rate,1300012783
Local rate,1300012784
Local rate,1300012785
Local rate,1300012786
Local rate,1300012787
Local rate,1300012788
Local rate,1300012789
Local rate,1300012791
Local rate,1300012792
Local rate,1300012793
Local rate,1300012795
Local rate,1300012796
Local rate,1300012797
Local rate,1300012798
Local rate,1300012799
Local rate,1300012802
Local rate,1300012803
Local rate,1300012804
Local rate,1300012805
Local rate,1300012806
Local rate,1300012807
Local rate,1300012808
Local rate,1300012809
Local rate,1300012810
Local rate,1300012811
Local rate,1300012812
Local rate,1300012813
Local rate,1300012814
Local rate,1300012816
Local rate,1300012817
Local rate,1300012818
Local rate,1300012819
Local rate,1300012820
Local rate,1300012821
Local rate,1300012822
Local rate,1300012823
Local rate,1300012824
Local rate,1300012825
Local rate,1300012826
Local rate,1300012827
Local rate,1300012828
Local rate,1300012830
Local rate,1300012831
Local rate,1300012832
Local rate,1300012833
Local rate,1300012834
Local rate,1300012835
Local rate,1300012836
Local rate,1300012837
Local rate,1300012838
Local rate,1300012839
Local rate,1300012840
Local rate,1300012841
Local rate,1300012842
Local rate,1300012843
Local rate,1300012844
Local rate,1300012845
Local rate,1300012846
Local rate,1300012847
Local rate,1300012848
Local rate,1300012849
Local rate,1300012850
Local rate,1300012851
Local rate,1300012852
Local rate,1300012853
Local rate,1300012854
Local rate,1300012855
Local rate,1300012857
Local rate,1300012858
Local rate,1300012859
Local rate,1300012860
Local rate,1300012861
Local rate,1300012862
Local rate,1300012863
Local rate,1300012864
Local rate,1300012865
Local rate,1300012866
Local rate,1300012867
Local rate,1300012868
Local rate,1300012870
Local rate,1300012871
Local rate,1300012877
Local rate,1300012879
Local rate,1300012880
Local rate,1300012885
Local rate,1300012886
Local rate,1300012888
Local rate,1300012889
Local rate,1300012890
Local rate,1300012891
Local rate,1300012892
Local rate,1300012893
Local rate,1300012894
Local rate,1300012895
Local rate,1300012896
Local rate,1300012897
Local rate,1300012898
Local rate,1300012899
Local rate,1300012900
Local rate,1300012901
Local rate,1300012902
Local rate,1300012903
Local rate,1300012904
Local rate,1300012905
Local rate,1300012906
Local rate,1300012907
Local rate,1300012908
Local rate,1300012909
Local rate,1300012910
Local rate,1300012911
Local rate,1300012912
Local rate,1300012914
Local rate,1300012915
Local rate,1300012916
Local rate,1300012917
Local rate,1300012918
Local rate,1300012919
Local rate,1300012920
Local rate,1300012921
Local rate,1300012922
Local rate,1300012923
Local rate,1300012924
Local rate,1300012925
Local rate,1300012926
Local rate,1300012927
Local rate,1300012928
Local rate,1300012929
Local rate,1300012930
Local rate,1300012931
Local rate,1300012932
Local rate,1300012934
Local rate,1300012935
Local rate,1300012936
Local rate,1300012937
Local rate,1300012938
Local rate,1300012939
Local rate,1300012940
Local rate,1300012941
Local rate,1300012942
Local rate,1300012943
Local rate,1300012944
Local rate,1300012945
Local rate,1300012946
Local rate,1300012949
Local rate,1300012950
Local rate,1300012951
Local rate,1300012952
Local rate,1300012953
Local rate,1300012954
Local rate,1300012955
Local rate,1300012956
Local rate,1300012957
Local rate,1300012958
Local rate,1300012959
Local rate,1300012960
Local rate,1300012961
Local rate,1300012962
Local rate,1300012964
Local rate,1300012965
Local rate,1300012966
Local rate,1300012967
Local rate,1300012968
Local rate,1300012969
Local rate,1300012970
Local rate,1300012971
Local rate,1300012972
Local rate,1300012973
Local rate,1300012974
Local rate,1300012975
Local rate,1300012976
Local rate,1300012978
Local rate,1300012979
Local rate,1300012980
Local rate,1300012981
Local rate,1300012982
Local rate,1300012983
Local rate,1300012984
Local rate,1300012985
Local rate,1300012986
Local rate,1300012987
Local rate,1300012988
Local rate,1300012990
Local rate,1300012991
Local rate,1300012992
Local rate,1300012993
Local rate,1300012994
Local rate,1300012995
Local rate,1300012996
Local rate,1300012997
Local rate,1300012998
Local rate,1300012999
Local rate,1300013007
Local rate,1300013009
Local rate,1300013010
Local rate,1300013011
Local rate,1300013015
Local rate,1300013017
Local rate,1300013018
Local rate,1300013019
Local rate,1300013021
Local rate,1300013022
Local rate,1300013023
Local rate,1300013024
Local rate,1300013025
Local rate,1300013026
Local rate,1300013027
Local rate,1300013028
Local rate,1300013029
Local rate,1300013030
Local rate,1300013031
Local rate,1300013034
Local rate,1300013035
Local rate,1300013037
Local rate,1300013038
Local rate,1300013040
Local rate,1300013041
Local rate,1300013043
Local rate,1300013044
Local rate,1300013045
Local rate,1300013046
Local rate,1300013047
Local rate,1300013048
Local rate,1300013049
Local rate,1300013050
Local rate,1300013052
Local rate,1300013053
Local rate,1300013054
Local rate,1300013055
Local rate,1300013056
Local rate,1300013057
Local rate,1300013058
Local rate,1300013059
Local rate,1300013060
Local rate,1300013062
Local rate,1300013063
Local rate,1300013064
Local rate,1300013065
Local rate,1300013066
Local rate,1300013067
Local rate,1300013068
Local rate,1300013069
Local rate,1300013070
Local rate,1300013071
Local rate,1300013072
Local rate,1300013073
Local rate,1300013074
Local rate,1300013075
Local rate,1300013076
Local rate,1300013077
Local rate,1300013078
Local rate,1300013079
Local rate,1300013080
Local rate,1300013081
Local rate,1300013082
Local rate,1300013083
Local rate,1300013084
Local rate,1300013085
Local rate,1300013086
Local rate,1300013087
Local rate,1300013089
Local rate,1300013090
Local rate,1300013091
Local rate,1300013092
Local rate,1300013093
Local rate,1300013094
Local rate,1300013095
Local rate,1300013096
Local rate,1300013097
Local rate,1300013098
Local rate,1300013099
Local rate,1300013101
Local rate,1300013102
Local rate,1300013104
Local rate,1300013105
Local rate,1300013106
Local rate,1300013107
Local rate,1300013108
Local rate,1300013109
Local rate,1300013112
Local rate,1300013114
Local rate,1300013115
Local rate,1300013116
Local rate,1300013117
Local rate,1300013118
Local rate,1300013119
Local rate,1300013120
Local rate,1300013121
Local rate,1300013123
Local rate,1300013125
Local rate,1300013126
Local rate,1300013127
Local rate,1300013128
Local rate,1300013129
Local rate,1300013132
Local rate,1300013134
Local rate,1300013135
Local rate,1300013136
Local rate,1300013137
Local rate,1300013138
Local rate,1300013139
Local rate,1300013140
Local rate,1300013141
Local rate,1300013142
Local rate,1300013143
Local rate,1300013144
Local rate,1300013145
Local rate,1300013146
Local rate,1300013147
Local rate,1300013148
Local rate,1300013149
Local rate,1300013150
Local rate,1300013151
Local rate,1300013152
Local rate,1300013153
Local rate,1300013154
Local rate,1300013155
Local rate,1300013156
Local rate,1300013157
Local rate,1300013158
Local rate,1300013159
Local rate,1300013160
Local rate,1300013161
Local rate,1300013162
Local rate,1300013164
Local rate,1300013165
Local rate,1300013166
Local rate,1300013168
Local rate,1300013169
Local rate,1300013171
Local rate,1300013172
Local rate,1300013173
Local rate,1300013174
Local rate,1300013176
Local rate,1300013177
Local rate,1300013178
Local rate,1300013179
Local rate,1300013180
Local rate,1300013181
Local rate,1300013183
Local rate,1300013184
Local rate,1300013185
Local rate,1300013186
Local rate,1300013187
Local rate,1300013188
Local rate,1300013189
Local rate,1300013190
Local rate,1300013191
Local rate,1300013192
Local rate,1300013193
Local rate,1300013194
Local rate,1300013195
Local rate,1300013196
Local rate,1300013197
Local rate,1300013198
Local rate,1300013199
Local rate,1300013201
Local rate,1300013203
Local rate,1300013205
Local rate,1300013208
Local rate,1300013209
Local rate,1300013212
Local rate,1300013214
Local rate,1300013215
Local rate,1300013216
Local rate,1300013217
Local rate,1300013218
Local rate,1300013219
Local rate,1300013220
Local rate,1300013221
Local rate,1300013224
Local rate,1300013225
Local rate,1300013226
Local rate,1300013227
Local rate,1300013228
Local rate,1300013229
Local rate,1300013230
Local rate,1300013231
Local rate,1300013232
Local rate,1300013233
Local rate,1300013234
Local rate,1300013235
Local rate,1300013236
Local rate,1300013238
Local rate,1300013239
Local rate,1300013240
Local rate,1300013241
Local rate,1300013243
Local rate,1300013244
Local rate,1300013245
Local rate,1300013246
Local rate,1300013248
Local rate,1300013249
Local rate,1300013250
Local rate,1300013251
Local rate,1300013252
Local rate,1300013253
Local rate,1300013254
Local rate,1300013255
Local rate,1300013256
Local rate,1300013257
Local rate,1300013258
Local rate,1300013259
Local rate,1300013260
Local rate,1300013262
Local rate,1300013263
Local rate,1300013264
Local rate,1300013265
Local rate,1300013266
Local rate,1300013267
Local rate,1300013268
Local rate,1300013269
Local rate,1300013270
Local rate,1300013271
Local rate,1300013272
Local rate,1300013274
Local rate,1300013275
Local rate,1300013277
Local rate,1300013280
Local rate,1300013281
Local rate,1300013283
Local rate,1300013284
Local rate,1300013286
Local rate,1300013287
Local rate,1300013288
Local rate,1300013290
Local rate,1300013291
Local rate,1300013292
Local rate,1300013293
Local rate,1300013294
Local rate,1300013295
Local rate,1300013296
Local rate,1300013297
Local rate,1300013298
Local rate,1300013299
Local rate,1300013302
Local rate,1300013303
Local rate,1300013304
Local rate,1300013305
Local rate,1300013306
Local rate,1300013308
Local rate,1300013309
Local rate,1300013310
Local rate,1300013311
Local rate,1300013312
Local rate,1300013313
Local rate,1300013314
Local rate,1300013315
Local rate,1300013316
Local rate,1300013317
Local rate,1300013318
Local rate,1300013319
Local rate,1300013320
Local rate,1300013321
Local rate,1300013322
Local rate,1300013324
Local rate,1300013326
Local rate,1300013330
Local rate,1300013335
Local rate,1300013339
Local rate,1300013347
Local rate,1300013348
Local rate,1300013349
Local rate,1300013351
Local rate,1300013353
Local rate,1300013354
Local rate,1300013355
Local rate,1300013356
Local rate,1300013357
Local rate,1300013358
Local rate,1300013359
Local rate,1300013360
Local rate,1300013361
Local rate,1300013362
Local rate,1300013363
Local rate,1300013364
Local rate,1300013366
Local rate,1300013367
Local rate,1300013368
Local rate,1300013369
Local rate,1300013371
Local rate,1300013373
Local rate,1300013375
Local rate,1300013378
Local rate,1300013379
Local rate,1300013380
Local rate,1300013382
Local rate,1300013383
Local rate,1300013384
Local rate,1300013385
Local rate,1300013386
Local rate,1300013387
Local rate,1300013388
Local rate,1300013389
Local rate,1300013390
Local rate,1300013391
Local rate,1300013392
Local rate,1300013393
Local rate,1300013394
Local rate,1300013395
Local rate,1300013396
Local rate,1300013397
Local rate,1300013398
Local rate,1300013399
Local rate,1300013401
Local rate,1300013402
Local rate,1300013403
Local rate,1300013404
Local rate,1300013405
Local rate,1300013406
Local rate,1300013407
Local rate,1300013408
Local rate,1300013409
Local rate,1300013411
Local rate,1300013412
Local rate,1300013413
Local rate,1300013414
Local rate,1300013415
Local rate,1300013416
Local rate,1300013417
Local rate,1300013418
Local rate,1300013419
Local rate,1300013420
Local rate,1300013422
Local rate,1300013424
Local rate,1300013425
Local rate,1300013426
Local rate,1300013427
Local rate,1300013428
Local rate,1300013429
Local rate,1300013430
Local rate,1300013431
Local rate,1300013432
Local rate,1300013433
Local rate,1300013434
Local rate,1300013436
Local rate,1300013437
Local rate,1300013438
Local rate,1300013439
Local rate,1300013440
Local rate,1300013441
Local rate,1300013442
Local rate,1300013443
Local rate,1300013445
Local rate,1300013446
Local rate,1300013447
Local rate,1300013448
Local rate,1300013449
Local rate,1300013450
Local rate,1300013451
Local rate,1300013452
Local rate,1300013453
Local rate,1300013454
Local rate,1300013455
Local rate,1300013456
Local rate,1300013457
Local rate,1300013458
Local rate,1300013459
Local rate,1300013460
Local rate,1300013461
Local rate,1300013462
Local rate,1300013464
Local rate,1300013465
Local rate,1300013466
Local rate,1300013467
Local rate,1300013468
Local rate,1300013469
Local rate,1300013470
Local rate,1300013471
Local rate,1300013472
Local rate,1300013475
Local rate,1300013476
Local rate,1300013477
Local rate,1300013478
Local rate,1300013479
Local rate,1300013480
Local rate,1300013481
Local rate,1300013482
Local rate,1300013483
Local rate,1300013484
Local rate,1300013485
Local rate,1300013486
Local rate,1300013487
Local rate,1300013488
Local rate,1300013489
Local rate,1300013490
Local rate,1300013491
Local rate,1300013492
Local rate,1300013493
Local rate,1300013494
Local rate,1300013495
Local rate,1300013496
Local rate,1300013498
Local rate,1300013499
Local rate,1300013500
Local rate,1300013501
Local rate,1300013502
Local rate,1300013503
Local rate,1300013504
Local rate,1300013505
Local rate,1300013506
Local rate,1300013507
Local rate,1300013508
Local rate,1300013509
Local rate,1300013510
Local rate,1300013511
Local rate,1300013512
Local rate,1300013513
Local rate,1300013514
Local rate,1300013515
Local rate,1300013516
Local rate,1300013517
Local rate,1300013518
Local rate,1300013519
Local rate,1300013520
Local rate,1300013521
Local rate,1300013522
Local rate,1300013523
Local rate,1300013524
Local rate,1300013525
Local rate,1300013526
Local rate,1300013527
Local rate,1300013528
Local rate,1300013529
Local rate,1300013530
Local rate,1300013531
Local rate,1300013532
Local rate,1300013535
Local rate,1300013536
Local rate,1300013537
Local rate,1300013538
Local rate,1300013540
Local rate,1300013541
Local rate,1300013542
Local rate,1300013544
Local rate,1300013545
Local rate,1300013546
Local rate,1300013547
Local rate,1300013548
Local rate,1300013549
Local rate,1300013550
Local rate,1300013551
Local rate,1300013552
Local rate,1300013553
Local rate,1300013554
Local rate,1300013555
Local rate,1300013556
Local rate,1300013557
Local rate,1300013558
Local rate,1300013560
Local rate,1300013561
Local rate,1300013562
Local rate,1300013563
Local rate,1300013564
Local rate,1300013565
Local rate,1300013566
Local rate,1300013567
Local rate,1300013568
Local rate,1300013570
Local rate,1300013571
Local rate,1300013572
Local rate,1300013573
Local rate,1300013574
Local rate,1300013575
Local rate,1300013576
Local rate,1300013577
Local rate,1300013578
Local rate,1300013580
Local rate,1300013582
Local rate,1300013583
Local rate,1300013584
Local rate,1300013585
Local rate,1300013586
Local rate,1300013587
Local rate,1300013588
Local rate,1300013589
Local rate,1300013590
Local rate,1300013591
Local rate,1300013592
Local rate,1300013594
Local rate,1300013595
Local rate,1300013596
Local rate,1300013597
Local rate,1300013598
Local rate,1300013599
Local rate,1300013600
Local rate,1300013601
Local rate,1300013602
Local rate,1300013603
Local rate,1300013605
Local rate,1300013606
Local rate,1300013607
Local rate,1300013608
Local rate,1300013609
Local rate,1300013610
Local rate,1300013611
Local rate,1300013612
Local rate,1300013613
Local rate,1300013614
Local rate,1300013615
Local rate,1300013616
Local rate,1300013617
Local rate,1300013619
Local rate,1300013620
Local rate,1300013621
Local rate,1300013623
Local rate,1300013624
Local rate,1300013625
Local rate,1300013626
Local rate,1300013627
Local rate,1300013628
Local rate,1300013629
Local rate,1300013630
Local rate,1300013631
Local rate,1300013632
Local rate,1300013633
Local rate,1300013634
Local rate,1300013635
Local rate,1300013636
Local rate,1300013637
Local rate,1300013639
Local rate,1300013640
Local rate,1300013641
Local rate,1300013642
Local rate,1300013643
Local rate,1300013644
Local rate,1300013645
Local rate,1300013646
Local rate,1300013647
Local rate,1300013649
Local rate,1300013650
Local rate,1300013651
Local rate,1300013652
Local rate,1300013653
Local rate,1300013654
Local rate,1300013655
Local rate,1300013656
Local rate,1300013657
Local rate,1300013658
Local rate,1300013659
Local rate,1300013660
Local rate,1300013661
Local rate,1300013662
Local rate,1300013663
Local rate,1300013664
Local rate,1300013665
Local rate,1300013668
Local rate,1300013669
Local rate,1300013670
Local rate,1300013671
Local rate,1300013672
Local rate,1300013673
Local rate,1300013674
Local rate,1300013676
Local rate,1300013677
Local rate,1300013678
Local rate,1300013679
Local rate,1300013680
Local rate,1300013681
Local rate,1300013682
Local rate,1300013683
Local rate,1300013684
Local rate,1300013685
Local rate,1300013686
Local rate,1300013687
Local rate,1300013688
Local rate,1300013689
Local rate,1300013690
Local rate,1300013691
Local rate,1300013692
Local rate,1300013693
Local rate,1300013694
Local rate,1300013695
Local rate,1300013696
Local rate,1300013697
Local rate,1300013698
Local rate,1300013700
Local rate,1300013701
Local rate,1300013702
Local rate,1300013703
Local rate,1300013704
Local rate,1300013705
Local rate,1300013706
Local rate,1300013707
Local rate,1300013708
Local rate,1300013709
Local rate,1300013710
Local rate,1300013711
Local rate,1300013713
Local rate,1300013714
Local rate,1300013715
Local rate,1300013716
Local rate,1300013717
Local rate,1300013718
Local rate,1300013719
Local rate,1300013720
Local rate,1300013721
Local rate,1300013722
Local rate,1300013723
Local rate,1300013724
Local rate,1300013725
Local rate,1300013726
Local rate,1300013727
Local rate,1300013731
Local rate,1300013732
Local rate,1300013733
Local rate,1300013734
Local rate,1300013735
Local rate,1300013736
Local rate,1300013737
Local rate,1300013738
Local rate,1300013739
Local rate,1300013740
Local rate,1300013741
Local rate,1300013742
Local rate,1300013743
Local rate,1300013744
Local rate,1300013745
Local rate,1300013746
Local rate,1300013747
Local rate,1300013748
Local rate,1300013749
Local rate,1300013750
Local rate,1300013751
Local rate,1300013752
Local rate,1300013753
Local rate,1300013754
Local rate,1300013755
Local rate,1300013756
Local rate,1300013757
Local rate,1300013758
Local rate,1300013759
Local rate,1300013760
Local rate,1300013761
Local rate,1300013762
Local rate,1300013763
Local rate,1300013764
Local rate,1300013765
Local rate,1300013766
Local rate,1300013767
Local rate,1300013768
Local rate,1300013769
Local rate,1300013770
Local rate,1300013771
Local rate,1300013772
Local rate,1300013773
Local rate,1300013774
Local rate,1300013775
Local rate,1300013777
Local rate,1300013778
Local rate,1300013779
Local rate,1300013780
Local rate,1300013781
Local rate,1300013782
Local rate,1300013783
Local rate,1300013785
Local rate,1300013787
Local rate,1300013788
Local rate,1300013789
Local rate,1300013790
Local rate,1300013791
Local rate,1300013792
Local rate,1300013793
Local rate,1300013795
Local rate,1300013796
Local rate,1300013797
Local rate,1300013798
Local rate,1300013799
Local rate,1300013801
Local rate,1300013802
Local rate,1300013803
Local rate,1300013804
Local rate,1300013805
Local rate,1300013806
Local rate,1300013807
Local rate,1300013808
Local rate,1300013809
Local rate,1300013810
Local rate,1300013811
Local rate,1300013812
Local rate,1300013813
Local rate,1300013815
Local rate,1300013816
Local rate,1300013817
Local rate,1300013818
Local rate,1300013819
Local rate,1300013820
Local rate,1300013821
Local rate,1300013822
Local rate,1300013823
Local rate,1300013824
Local rate,1300013825
Local rate,1300013826
Local rate,1300013827
Local rate,1300013828
Local rate,1300013829
Local rate,1300013830
Local rate,1300013831
Local rate,1300013833
Local rate,1300013835
Local rate,1300013836
Local rate,1300013837
Local rate,1300013838
Local rate,1300013839
Local rate,1300013840
Local rate,1300013841
Local rate,1300013842
Local rate,1300013843
Local rate,1300013844
Local rate,1300013845
Local rate,1300013846
Local rate,1300013847
Local rate,1300013848
Local rate,1300013849
Local rate,1300013850
Local rate,1300013851
Local rate,1300013852
Local rate,1300013853
Local rate,1300013854
Local rate,1300013855
Local rate,1300013856
Local rate,1300013857
Local rate,1300013859
Local rate,1300013860
Local rate,1300013861
Local rate,1300013862
Local rate,1300013863
Local rate,1300013864
Local rate,1300013865
Local rate,1300013866
Local rate,1300013867
Local rate,1300013868
Local rate,1300013869
Local rate,1300013870
Local rate,1300013871
Local rate,1300013872
Local rate,1300013873
Local rate,1300013874
Local rate,1300013875
Local rate,1300013877
Local rate,1300013878
Local rate,1300013879
Local rate,1300013880
Local rate,1300013881
Local rate,1300013882
Local rate,1300013883
Local rate,1300013884
Local rate,1300013885
Local rate,1300013886
Local rate,1300013887
Local rate,1300013889
Local rate,1300013890
Local rate,1300013892
Local rate,1300013893
Local rate,1300013894
Local rate,1300013895
Local rate,1300013896
Local rate,1300013897
Local rate,1300013898
Local rate,1300013899
Local rate,1300013900
Local rate,1300013901
Local rate,1300013902
Local rate,1300013903
Local rate,1300013904
Local rate,1300013905
Local rate,1300013906
Local rate,1300013907
Local rate,1300013908
Local rate,1300013909
Local rate,1300013910
Local rate,1300013912
Local rate,1300013913
Local rate,1300013914
Local rate,1300013915
Local rate,1300013916
Local rate,1300013917
Local rate,1300013918
Local rate,1300013919
Local rate,1300013920
Local rate,1300013921
Local rate,1300013922
Local rate,1300013923
Local rate,1300013924
Local rate,1300013925
Local rate,1300013926
Local rate,1300013927
Local rate,1300013928
Local rate,1300013930
Local rate,1300013931
Local rate,1300013932
Local rate,1300013933
Local rate,1300013934
Local rate,1300013935
Local rate,1300013937
Local rate,1300013938
Local rate,1300013939
Local rate,1300013940
Local rate,1300013941
Local rate,1300013942
Local rate,1300013943
Local rate,1300013944
Local rate,1300013945
Local rate,1300013946
Local rate,1300013947
Local rate,1300013950
Local rate,1300013951
Local rate,1300013952
Local rate,1300013953
Local rate,1300013954
Local rate,1300013955
Local rate,1300013956
Local rate,1300013957
Local rate,1300013958
Local rate,1300013959
Local rate,1300013991
Local rate,1300013993
Local rate,1300013994
Local rate,1300013995
Local rate,1300013996
Local rate,1300013997
Local rate,1300013998
Local rate,1300013999
Local rate,1300014001
Local rate,1300014002
Local rate,1300014003
Local rate,1300014004
Local rate,1300014005
Local rate,1300014006
Local rate,1300014007
Local rate,1300014008
Local rate,1300014009
Local rate,1300014010
Local rate,1300014011
Local rate,1300014012
Local rate,1300014013
Local rate,1300014015
Local rate,1300014016
Local rate,1300014017
Local rate,1300014018
Local rate,1300014019
Local rate,1300014020
Local rate,1300014021
Local rate,1300014022
Local rate,1300014023
Local rate,1300014024
Local rate,1300014026
Local rate,1300014027
Local rate,1300014028
Local rate,1300014029
Local rate,1300014030
Local rate,1300014031
Local rate,1300014032
Local rate,1300014033
Local rate,1300014034
Local rate,1300014035
Local rate,1300014036
Local rate,1300014037
Local rate,1300014038
Local rate,1300014039
Local rate,1300014040
Local rate,1300014041
Local rate,1300014042
Local rate,1300014043
Local rate,1300014044
Local rate,1300014045
Local rate,1300014046
Local rate,1300014047
Local rate,1300014049
Local rate,1300014050
Local rate,1300014051
Local rate,1300014052
Local rate,1300014053
Local rate,1300014054
Local rate,1300014055
Local rate,1300014056
Local rate,1300014057
Local rate,1300014058
Local rate,1300014059
Local rate,1300014060
Local rate,1300014061
Local rate,1300014062
Local rate,1300014063
Local rate,1300014064
Local rate,1300014065
Local rate,1300014066
Local rate,1300014067
Local rate,1300014068
Local rate,1300014069
Local rate,1300014070
Local rate,1300014071
Local rate,1300014072
Local rate,1300014073
Local rate,1300014075
Local rate,1300014076
Local rate,1300014077
Local rate,1300014078
Local rate,1300014079
Local rate,1300014080
Local rate,1300014081
Local rate,1300014082
Local rate,1300014084
Local rate,1300014085
Local rate,1300014086
Local rate,1300014087
Local rate,1300014089
Local rate,1300014090
Local rate,1300014091
Local rate,1300014092
Local rate,1300014093
Local rate,1300014094
Local rate,1300014096
Local rate,1300014097
Local rate,1300014098
Local rate,1300014099
Local rate,1300014100
Local rate,1300014101
Local rate,1300014102
Local rate,1300014103
Local rate,1300014104
Local rate,1300014105
Local rate,1300014106
Local rate,1300014107
Local rate,1300014109
Local rate,1300014110
Local rate,1300014111
Local rate,1300014112
Local rate,1300014113
Local rate,1300014114
Local rate,1300014115
Local rate,1300014116
Local rate,1300014117
Local rate,1300014118
Local rate,1300014119
Local rate,1300014121
Local rate,1300014122
Local rate,1300014123
Local rate,1300014124
Local rate,1300014125
Local rate,1300014127
Local rate,1300014128
Local rate,1300014129
Local rate,1300014130
Local rate,1300014131
Local rate,1300014132
Local rate,1300014133
Local rate,1300014134
Local rate,1300014135
Local rate,1300014136
Local rate,1300014137
Local rate,1300014139
Local rate,1300014140
Local rate,1300014141
Local rate,1300014142
Local rate,1300014143
Local rate,1300014144
Local rate,1300014145
Local rate,1300014146
Local rate,1300014147
Local rate,1300014148
Local rate,1300014149
Local rate,1300014150
Local rate,1300014151
Local rate,1300014152
Local rate,1300014153
Local rate,1300014154
Local rate,1300014155
Local rate,1300014156
Local rate,1300014157
Local rate,1300014158
Local rate,1300014159
Local rate,1300014160
Local rate,1300014161
Local rate,1300014162
Local rate,1300014163
Local rate,1300014164
Local rate,1300014165
Local rate,1300014166
Local rate,1300014168
Local rate,1300014169
Local rate,1300014170
Local rate,1300014171
Local rate,1300014172
Local rate,1300014173
Local rate,1300014174
Local rate,1300014175
Local rate,1300014176
Local rate,1300014177
Local rate,1300014178
Local rate,1300014179
Freephone,1800444950
Freephone,1800444951
Freephone,1800444952
Freephone,1800444953
Freephone,1800444954
Freephone,1800444955
Freephone,1800444956
Freephone,1800444957
Freephone,1800444958
Freephone,1800444959
Freephone,1800444961
Freephone,1800444962
Freephone,1800444963
Freephone,1800444964
Freephone,1800444965
Freephone,1800444966
Freephone,1800444967
Freephone,1800444968
Freephone,1800444969
Freephone,1800444970
Freephone,1800444971
Freephone,1800444972
Freephone,1800444973
Freephone,1800444974
Freephone,1800444975
Freephone,1800444976
Freephone,1800444977
Freephone,1800444978
Freephone,1800444979
Freephone,1800444980
Freephone,1800444981
Freephone,1800444982
Freephone,1800444983
Freephone,1800444984
Freephone,1800444985
Freephone,1800444986
Freephone,1800444987
Freephone,1800444988
Freephone,1800444989
Freephone,1800444990
Freephone,1800444992
Freephone,1800444993
Freephone,1800444994
Freephone,1800444996
Freephone,1800444997
Freephone,1800444998
Freephone,1800445001
Freephone,1800445002
Freephone,1800445003
Freephone,1800445004
Freephone,1800445006
Freephone,1800445007
Freephone,1800445009
Freephone,1800445010
Freephone,1800445011
Freephone,1800445012
Freephone,1800445013
Freephone,1800445015
Freephone,1800445017
Freephone,1800445018
Freephone,1800445020
Freephone,1800445021
Freephone,1800445023
Freephone,1800445024
Freephone,1800445025
Freephone,1800445026
Freephone,1800445027
Freephone,1800445028
Freephone,1800445029
Freephone,1800445030
Freephone,1800445031
Freephone,1800445032
Freephone,1800445033
Freephone,1800445034
Freephone,1800445035
Freephone,1800445036
Freephone,1800445037
Freephone,1800445039
Freephone,1800445040
Freephone,1800445041
Freephone,1800445042
Freephone,1800445043
Freephone,1800445044
Freephone,1800445045
Freephone,1800445046
Freephone,1800445048
Freephone,1800445049
Freephone,1800445050
Freephone,1800445051
Freephone,1800445052
Freephone,1800445053
Freephone,1800445054
Freephone,1800445055
Freephone,1800445057
Freephone,1800445058
Freephone,1800445060
Freephone,1800445061
Freephone,1800445062
Freephone,1800445063
Freephone,1800445066
Freephone,1800445067
Freephone,1800445068
Freephone,1800445069
Freephone,1800445070
Freephone,1800445071
Freephone,1800445072
Freephone,1800445074
Freephone,1800445075
Freephone,1800445077
Freephone,1800445078
Freephone,1800445079
Freephone,1800445081
Freephone,1800445083
Freephone,1800445084
Freephone,1800445085
Freephone,1800445086
Freephone,1800445087
Freephone,1800445088
Freephone,1800445089
Freephone,1800445090
Freephone,1800445091
Freephone,1800445092
Freephone,1800445093
Freephone,1800445094
Freephone,1800445095
Freephone,1800445096
Freephone,1800445097
Freephone,1800445098
Freephone,1800445099
Freephone,1800445100
Freephone,1800445101
Freephone,1800445102
Freephone,1800445103
Freephone,1800445104
Freephone,1800445105
Freephone,1800445106
Freephone,1800445108
Freephone,1800445109
Freephone,1800445111
Freephone,1800445113
Freephone,1800445114
Freephone,1800445116
Freephone,1800445117
Freephone,1800445118
Freephone,1800445119
Freephone,1800445121
Freephone,1800445122
Freephone,1800445123
Freephone,1800445124
Freephone,1800445125
Freephone,1800445126
Freephone,1800445127
Freephone,1800445128
Freephone,1800445130
Freephone,1800445132
Freephone,1800445134
Freephone,1800445135
Freephone,1800445136
Freephone,1800445137
Freephone,1800445139
Freephone,1800445140
Freephone,1800445141
Freephone,1800445142
Freephone,1800445143
Freephone,1800445144
Freephone,1800445145
Freephone,1800445146
Freephone,1800445147
Freephone,1800445149
Freephone,1800445150
Freephone,1800445151
Freephone,1800445152
Freephone,1800445153
Freephone,1800445155
Freephone,1800445156
Freephone,1800445157
Freephone,1800445158
Freephone,1800445159
Freephone,1800445160
Freephone,1800445161
Freephone,1800445162
Freephone,1800445163
Freephone,1800445164
